repo,url,stars,forks,open_issues,github_language,created_at,pushed_at,license,topics,via,description,is_agent,agent_verdict,agent_type,agent_confidence,agent_evidence_tier,has_llm,has_agent_loop,has_tool_calling,has_mcp,has_workflow,has_multi_agent,has_memory,has_streaming,effect_depth,effect_evidence,effect_deps,effect_capabilities,uses_effect_ai,effect_files
CopilotKit/OpenBot,https://github.com/CopilotKit/OpenBot,4857,616,22,TypeScript,2026-08-17T00:44:59Z,2026-09-13T20:47:13Z,MIT,ag-ui|agent-governance|ai-agents|browser-automation|copilotkit|generative-ui|mcp,TypeScript:agent:stars>=600|TypeScript:mcp,"Open-source AI coworkers that each get a computer of their own: a browser, files and tools, with every action decided before it happens and recorded after. Bring any AG-UI agent.",true,agent,single-agent,0.92,manifest,true,true,true,false,false,false,false,true,L0,manifest-full,,,false,0
darrenhinde/OpenAgentsControl,https://github.com/darrenhinde/OpenAgentsControl,4841,397,67,TypeScript,2025-08-14T21:44:01Z,2026-09-13T22:57:23Z,MIT,ai-agents|ai-agents-framework|ai-t|automation|code-generation|code-validation|developer-tools|opencode|prompt-engineering,"TypeScript:""AI agent""|TypeScript:""agent framework""|TypeScript:agent:stars>=600|TypeScript:multi-agent|TypeScript:workflow","AI agent framework for plan-first development workflows with approval-based execution. Multi-language support (TypeScript, Python, Go, Rust) with automatic testing, code review, and validation built for OpenCode",true,agent,single-agent,0.72,paths,true,true,true,false,false,false,false,true,L0,manifest-full,,,false,0
langwatch/langwatch,https://github.com/langwatch/langwatch,4769,384,947,TypeScript,2023-09-09T11:33:18Z,2026-09-14T02:50:07Z,Apache-2.0,agent-testing|ai|analytics|datasets|dspy|evaluation|gpt|llm|llm-ops|llmops|low-code|observability|observability-platform|openai|prompt-engineering|simulation-testing,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:llm",The platform for LLM evaluations and AI agent testing,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,true,false,true,L0,manifest-full,,,false,0
BuilderIO/agent-native,https://github.com/BuilderIO/agent-native,4756,448,97,TypeScript,2026-03-12T14:57:10Z,2026-09-14T02:55:52Z,,agent-native|agents|ai|react|typescript,TypeScript:agent:stars>=600,A framework for building agentic apps,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,true,true,L0,manifest-full,,,false,0
Agenta-AI/agenta,https://github.com/Agenta-AI/agenta,4750,669,327,TypeScript,2023-04-26T09:54:28Z,2026-09-13T22:43:44Z,NOASSERTION,agent-builder|agent-observability|agent-orchestration|agent-workspace|agentic-ai|ai-agent|ai-agents|ai-automation|ai-coworker|ai-skills-manager|ai-workflow-builder|harness|mcp|open-source|self-hosted|workflow-automation,TypeScript:agent:stars>=600|TypeScript:harness|TypeScript:mcp,Agenta is a workspace where you and your team build agents and automations.,true,agent,workflow-agent,0.85,manifest,true,true,true,true,true,false,false,true,L1,tarball,effect,,false,0
liveblocks/liveblocks,https://github.com/liveblocks/liveblocks,4719,438,79,TypeScript,2021-05-25T15:25:51Z,2026-09-11T09:30:23Z,NOASSERTION,ai-agents|ai-copilot|collaboration|commenting-system|comments|crdt|liveblocks|multiplayer|notifications-systems|presence|react|real-time|toolkit|websockets|yjs|yjs-provider,TypeScript:agent:stars>=600,Realtime infrastructure for multiplayer apps and agents,true,agent,multi-agent,0.77,paths,true,true,true,false,true,true,false,true,L0,manifest-full,,,false,0
Ironclad/rivet,https://github.com/Ironclad/rivet,4691,388,105,TypeScript,2023-04-22T06:41:01Z,2026-08-26T14:00:38Z,MIT,ai|llm|openai|typescript,TypeScript:llm,The open-source visual AI programming environment and TypeScript library,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,false,true,L0,manifest-full,,,false,0
latitude-dev/latitude-llm,https://github.com/latitude-dev/latitude-llm,4642,387,76,TypeScript,2024-06-28T11:16:02Z,2026-09-13T17:26:26Z,MIT,agent-monitoring|agent-observability|ai-error-monitor|ai-monitoring|ai-observability|llm-error-tracing|llm-observability|llm-tools,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:llm","Open-source observability for AI agents. Find where your agents fail, dispatch your coding agent to fix it, and verify the fix against real traces.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,true,true,L4,tarball,@effect/opentelemetry|effect,gen|service|error|concurrency|primitives|schema|resource|observability|cluster,false,1115
NateBJones-Projects/OB1,https://github.com/NateBJones-Projects/OB1,4614,887,215,TypeScript,2026-03-11T17:59:59Z,2026-09-13T09:55:02Z,NOASSERTION,ai-agents|mcp|memory-layer|memory-layer-for-ai|open-brain|open-source|personal-knowledge|personal-knowledge-management|supabase,TypeScript:mcp,"Open Brain — The infrastructure layer for your thinking. One database, one AI gateway, one chat channel — any AI plugs in. No middleware, no SaaS.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
callstack/agent-device,https://github.com/callstack/agent-device,4568,297,99,TypeScript,2026-01-30T18:41:54Z,2026-09-14T02:50:41Z,MIT,adb|agentic-ai|agents|ai-agents|android-emulator|automation|e2e-testing|expo|flutter|ios-simulator|mcp|mobile|mobile-testing|performance-optimization|react-native|testing|xcuitest,TypeScript:agent:stars>=600|TypeScript:mcp,"Mobile app automation and verification for AI coding agents. CLI, MCP server, and typed Node.js API for iOS, Android, HarmonyOS, TV, web, macOS, and Linux.",true,agent,mcp-agent,0.85,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
CaviraOSS/LongMemory,https://github.com/CaviraOSS/LongMemory,4495,502,19,TypeScript,2025-10-19T16:12:49Z,2026-09-12T11:02:28Z,Apache-2.0,ai|ai-agents|ai-infrastructure|ai-memory|artificial-intelligence|cognitive-architecture|embeddings|gemini|llm|long-term-memory|memory|memory-engine|memory-retrieval|ollama|one-line|openai|openmemory|rag|supermemory|vector-database,TypeScript:copilot|TypeScript:llm|TypeScript:rag,"Local persistent memory store for LLM applications including claude desktop, github copilot, codex, antigravity, etc.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,true,false,L0,manifest-full,,,false,0
zgsm-ai/costrict,https://github.com/zgsm-ai/costrict,4417,201,9,TypeScript,2025-04-10T02:06:51Z,2026-09-09T12:13:44Z,Apache-2.0,agent|ai|aicoding|claude|cline|cloud|coding|deepseek|gemini|glm|jetbrains|kilo-code|mimo|minimax|opencode|roocode|skills|vibecoding|vscode|vscode-extension,"TypeScript:""AI agent""|TypeScript:agent:stars>=600","Costrict - strict AI coder for enterprises, quality first, including AI Agent, AI CodeReview, AI Completion. ",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,true,true,L0,manifest-full,,,false,0
dmno-dev/varlock,https://github.com/dmno-dev/varlock,4387,119,52,TypeScript,2025-04-11T05:00:36Z,2026-09-12T06:44:10Z,MIT,configuration|dotenv|env|env-vars|schema|security|validation,TypeScript:agent:stars>=600,"AI-safe .env files: Schemas for agents, Secrets for humans.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
archestra-ai/archestra,https://github.com/archestra-ai/archestra,4270,1195,48,TypeScript,2025-07-15T12:07:55Z,2026-09-13T22:20:47Z,NOASSERTION,a2a|a2a-mcp|acp|agent|ai|chatgpt|chatgpt-api|claude|deepseek|gemini|k8s|mcp|mcp-client|mcp-gateway|mcp-host|mcp-server|mcp-servers|mcp-tools|openai|runtime,TypeScript:agent:stars>=600|TypeScript:mcp,"Enterprise AI Platform with guardrails, MCP registry, gateway & orchestrator",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,true,false,true,L0,manifest-full,,,false,0
vercel-labs/just-bash,https://github.com/vercel-labs/just-bash,4261,250,119,TypeScript,2025-12-23T17:10:51Z,2026-09-12T13:52:58Z,,,TypeScript:agent:stars>=600,Bash for Agents,true,agent,single-agent,0.8,manifest,true,true,true,false,false,false,false,false,L0,manifest-full,,,false,0
inkeep/open-knowledge,https://github.com/inkeep/open-knowledge,4201,275,35,TypeScript,2026-06-03T11:12:40Z,2026-09-13T23:06:18Z,GPL-3.0,2nd-brain|agent-skills|claude|codex|company-brain|docs|knowledge-|knowledge-base|knowledge-management|llm|llm-wiki|llm-wiki-karpathy|markdown|markdown-editor|md|mdx|notes|pkm|second-brain|skills,TypeScript:llm,"Beautiful, AI-native markdown IDE and LLM wiki",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,true,true,L0,manifest-full,,,false,0
aipoch/open-science,https://github.com/aipoch/open-science,4176,267,33,TypeScript,2026-07-03T02:50:10Z,2026-09-14T02:53:27Z,Apache-2.0,ai-for-science|ai-research|ai-workbench|bioinformatics|claude-science-alternative|desktop-app|electron|linux|local-first|macos|mcp|model-agnostic|open-science|python|r|reproducible-research|research-software|research-workbench|scientific-ai|windows,TypeScript:agent:stars>=600|TypeScript:mcp,"AIPOCH Open-Science is an open-source, local-first, model-agnostic AI research workbench for macOS, Windows, and Linux, with scientific agents, Python/R notebooks, data connectors, and reproducible provenance.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,true,true,L0,manifest-full,,,false,0
UditAkhourii/adhd,https://github.com/UditAkhourii/adhd,4162,286,15,TypeScript,2026-05-25T11:06:35Z,2026-09-12T16:51:04Z,MIT,adhd|agents|ai|ai-agents|brainstorm|chain-of-thought|claude|claude-agent-sdk|creativity|divergent-thinking|ideation|interdisciplinary|llm|llm-tools|nodejs|prompt-engineering|tree-of-thought|typescript,TypeScript:agent:stars>=600|TypeScript:llm,"ADHD — a skill for coding agents. Tree-of-thought with pruning, built on the Claude & Codex Agent SDK. Fans out parallel divergent thoughts under different cognitive frames, scores, prunes traps, deepens the survivors. The no-brainer skill for creative and interdisciplinary work.",true,agent,coding-agent,0.92,manifest,true,true,true,false,false,false,false,false,L0,manifest-full,,,false,0
groupultra/telegram-search,https://github.com/groupultra/telegram-search,4100,274,6,TypeScript,2025-02-08T10:09:02Z,2026-09-01T23:25:23Z,AGPL-3.0,ai|ai-agent|embedding|mcp|telegram|telegram-bot,TypeScript:mcp,🔍 导出并模糊搜索 Telegram 聊天记录 | Export and fuzzy search your Telegram chat history,true,agent,research-agent,0.72,paths,true,true,false,false,true,false,false,true,L0,manifest-full,,,false,0
openagents-org/openagents,https://github.com/openagents-org/openagents,4079,410,86,TypeScript,2025-03-10T22:27:52Z,2026-09-14T02:46:14Z,Apache-2.0,agents|ai|collaboration|llm|network,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:llm",OpenAgents - The collaboration OS for AI agents,true,agent,workflow-agent,0.83,paths,true,true,true,true,true,false,false,true,L0,manifest-full,,,false,0
anymorph-ai/Claudable,https://github.com/anymorph-ai/Claudable,4047,615,45,TypeScript,2025-08-20T05:15:16Z,2026-04-11T03:03:40Z,MIT,agent|claude|claude-code|codex|codingagent|free|gemini|local|lovable|qwen|web-builder,TypeScript:agent:stars>=600,"Claudable is an open-source web builder that leverages local CLI agents, such as Claude Code, Codex, Gemini CLI, Qwen Code, and Cursor Agent, to build and deploy products effortlessly.",true,agent,coding-agent,0.92,manifest,true,true,true,false,false,false,false,true,L0,manifest-full,,,false,0
OpenBMB/PilotDeck,https://github.com/OpenBMB/PilotDeck,4004,450,176,TypeScript,2026-05-22T06:50:28Z,2026-09-14T01:06:55Z,AGPL-3.0,,"TypeScript:""AI agent""|TypeScript:agent:stars>=600",Task-oriented AI Agent productivity platform,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,true,true,L0,manifest-full,,,false,0
sourcebot-dev/sourcebot,https://github.com/sourcebot-dev/sourcebot,3936,367,113,TypeScript,2024-08-23T20:40:37Z,2026-09-12T21:21:07Z,NOASSERTION,code-intelligence|code-search|fair-source|sourcebot,TypeScript:agent:stars>=600,Sourcebot is a self-hosted tool that helps humans and agents understand your codebase.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,false,true,L0,manifest-full,,,false,0
matt1398/claude-devtools,https://github.com/matt1398/claude-devtools,3924,297,49,TypeScript,2026-02-07T13:17:25Z,2026-05-13T21:40:54Z,MIT,ai|ai-agent|ai-debugging|ai-tools|anthropic|claude|claude-code|claude-code-tools|debugging|desktop-app|developer-tools|devtools|electron|llm|macos-app|observability|open-source|session-viewer|token-usage|typescript,TypeScript:llm,"The missing DevTools for Claude Code — inspect session logs, tool calls, token usage, subagents, and context window in a visual UI. Free, open source.",true,agent,single-agent,0.77,paths,true,true,true,false,false,false,true,false,L0,manifest-full,,,false,0
claraverse-space/ClaraVerse,https://github.com/claraverse-space/ClaraVerse,3896,436,8,TypeScript,2025-03-10T17:37:36Z,2026-08-03T16:56:59Z,NOASSERTION,hacktoberfest|llm|ollama|opensourcellms|webui,TypeScript:llm,"Claraverse is a opesource privacy focused ecosystem to replace ChatGPT, Claude, N8N, ImageGen with your own hosted llm, keys and compute. With desktop, IOS, Android Apps.",true,agent,multi-agent,0.85,manifest,true,true,true,true,false,true,true,true,L0,manifest-full,,,false,0
openai/openai-agents-js,https://github.com/openai/openai-agents-js,3809,968,24,TypeScript,2025-05-31T00:08:49Z,2026-09-14T02:18:20Z,MIT,agents|openai|openai-api|realtime-api|typescript,TypeScript:agent:stars>=600|TypeScript:multi-agent|TypeScript:workflow,"A lightweight, powerful framework for multi-agent workflows and voice agents",true,agent,agent-framework,0.97,manifest,true,true,true,true,false,false,true,true,L0,manifest-full,,,false,0
CherryHQ/cherry-studio-app,https://github.com/CherryHQ/cherry-studio-app,3807,276,167,TypeScript,2025-03-01T16:26:52Z,2026-09-14T02:49:15Z,AGPL-3.0,agent|android|assistant|chat-bot|expo|ios,TypeScript:agent:stars>=600,🍒 This is the mobile version of Cherry Studio.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
nowork-studio/notfair-plugin,https://github.com/nowork-studio/notfair-plugin,3775,481,16,TypeScript,2026-03-27T06:39:58Z,2026-09-11T01:04:28Z,MIT,agents|claude-code-plugin|claude-skills|gemini-cli-extension|geo|googleads|googleadsmcp|mcp|metaads|seo,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:mcp","Open-source SEO, GEO, and marketing skills for AI agents.",true,agent,single-agent,0.77,paths,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
UsefulSoftwareCo/executor,https://github.com/UsefulSoftwareCo/executor,3760,304,139,TypeScript,2026-02-07T21:19:33Z,2026-09-14T01:21:12Z,MIT,,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:mcp",The missing integration layer for AI agents. Let them call any OpenAPI / MCP / GraphQL / custom js functions in secure environment.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,true,true,L4,tarball,@effect/atom-react|@effect/opentelemetry|@effect/platform-bun|@effect/platform-node|effect,gen|service|error|concurrency|primitives|stream|schema|resource|platform|httpapi|observability|cluster,false,728
tutti-os/tutti,https://github.com/tutti-os/tutti,3743,378,190,TypeScript,2026-06-12T12:29:05Z,2026-09-05T07:16:52Z,Apache-2.0,agent-collaboration|agent-orchestration|agent-workspace|agentic-ai|agentic-workflow|ai-agents|ai-tools|ai-workspace|claude-code|codex|coding-agent|desktop-app|developer-tools|hermes-agent|local-first|macos-app|mcp|multi-agent|shared-context|vibe-coding,TypeScript:agent:stars>=600|TypeScript:mcp|TypeScript:multi-agent,Where people and agents build in tune.,true,agent,single-agent,0.77,paths,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
spinabot/brigade,https://github.com/spinabot/brigade,3708,47,8,TypeScript,2026-06-19T15:18:17Z,2026-09-10T04:26:08Z,MIT,agent-runtime|ai|ai-crew|autonomous-agents|brigade|brigade-agent|chatgpt|clawdbot|codex|crustacean|hermes|hermes-agent|llm|moltbot|molty|multi-agent|openclaw|pride-of-agents|self-improving-ai|spinabot,TypeScript:llm|TypeScript:multi-agent,"Brigade — Your personal intelligence, built enterprise-grade",true,agent,workflow-agent,0.83,paths,true,true,true,true,true,false,true,true,L0,manifest-full,,,false,0
Deepractice/PromptX,https://github.com/Deepractice/PromptX,3687,311,75,TypeScript,2025-05-13T04:17:28Z,2026-05-17T08:01:53Z,MIT,,"TypeScript:""AI agent""|TypeScript:agent:stars>=600",PromptX · 领先的AI 智能体上下文平台 ｜ PromptX · Leading AI Agent Context Platform,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,true,true,L0,manifest-full,,,false,0
opensumi/core,https://github.com/opensumi/core,3654,451,287,TypeScript,2021-11-17T15:42:48Z,2026-09-01T09:46:23Z,MIT,ai|ai-first|ai-native|editor|electron|ide|ide-framework|mcp|mcp-client|opensumi|typescript|webide,TypeScript:mcp,"A framework helps you quickly build AI Native IDE products. MCP Client, supports Model Context Protocol (MCP) tools via MCP server.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,false,true,L0,manifest-full,,,false,0
